"","plot","year","integrated_ndvi","annual_mean","annual_median","winter_spring_mean","winter_spring_median","winter_spring_max","winter_spring_integrated","summer_mean","summer_median","summer_max","summer_integrated","n_winter_spring","n_summer","n_total"
"13","CM1",1997,160.420323268979,0.439507734983503,0.42649425384343,0.449828702502734,0.40896289732736,0.556952063961548,67.9241340779129,0.415074154825577,0.418847525297528,0.443532842350131,38.1868222439531,151,92,365
"14","CM1",1998,174.022699067497,0.476774517993141,0.475750685224462,0.496411067451691,0.495203360319716,0.535781867124949,74.9580711852053,0.430006311556022,0.429791194741868,0.442767808197633,39.560580663154,151,92,365
"15","CM1",1999,151.511664112784,0.415100449624065,0.414201285241748,0.451157220044438,0.461596916838803,0.512296482878912,68.1247402267101,0.360445863603332,0.365645991001178,0.383514627898221,33.1610194515066,151,92,365
"16","CM1",2000,160.189094353859,0.437675121185409,0.421294762769122,0.42308044135202,0.42991189972187,0.545354294627186,64.3082270855071,0.406181971020643,0.405815733485868,0.419651207316378,37.3687413338992,152,92,366
"17","CM1",2001,180.531617771702,0.494607171977266,0.49954343068877,0.537786025351847,0.531500796200005,0.583234671185026,81.2056898281289,0.428502646943802,0.430479224815526,0.486549217841815,39.4222435188298,151,92,365
"18","CM1",2002,171.703071053045,0.470419372748068,0.481313660486451,0.477118502207119,0.477236667367718,0.502643635933261,72.0448938332751,0.432605812890378,0.421234847884296,0.521837595096505,39.7997347859148,151,92,365
"19","CM1",2003,173.114476709623,0.474286237560611,0.486248668973642,0.49867069091058,0.498845381105201,0.526127191948415,75.2992743274976,0.381667833780167,0.386389927847459,0.44226976322989,35.1134407077754,151,92,365
"20","CM1",2004,191.84420279577,0.524164488513032,0.538713822515672,0.567745035156584,0.587241341551319,0.628537626417789,86.2972453438008,0.421068715236363,0.410659380837115,0.523613467877874,38.7383218017454,152,92,366
"21","CM1",2005,148.536921491332,0.406950469839266,0.376367327021341,0.497169028848767,0.491445559174884,0.562987486697939,75.0725233561639,0.324957717166199,0.326501679718161,0.33282278917171,29.8961099792904,151,92,365
"22","CM1",2006,156.621906734156,0.429101114340152,0.402826755068349,0.397081903822283,0.395432527531116,0.404957739912949,59.9593674771648,0.42146067741472,0.40958014708437,0.50188178746838,38.7743823221543,151,92,365
"23","CM1",2007,163.490799993405,0.447919999981933,0.468370233208782,0.486951313620879,0.489110345086137,0.501524989874788,73.5296483567527,0.379353161116937,0.37759502373829,0.426186714316104,34.9004908227582,151,92,365
"24","CM1",2008,162.942395586521,0.445197802148966,0.451727942168286,0.483084666587334,0.492093211050449,0.504722392312746,73.4288693212749,0.38935303638824,0.386719452608285,0.44595958553453,35.8204793477181,152,92,366
"25","CM1",2009,152.874950016401,0.418835479496989,0.445751349272557,0.463647266359808,0.46743828521201,0.496005394337401,70.010737220331,0.338972464858239,0.332519135060452,0.378472725930407,31.185466766958,151,92,365
"26","CM1",2010,182.701055413746,0.500550836749988,0.493157207832525,0.484729470500695,0.488130184512991,0.544870285053727,73.194150045605,0.458430635334688,0.428166774791763,0.565933572960736,42.1756184507913,151,92,365
"27","CM1",2011,179.627442330106,0.492129978986591,0.50873161559953,0.52917570644657,0.530252850253351,0.571967456088765,79.905531673432,0.416466202157916,0.404573586843013,0.487337810555617,38.3148905985283,151,92,365
"28","CM1",2012,171.030657472186,0.467296878339307,0.462630970747663,0.483771853586925,0.466116708214698,0.554574092714155,73.5333217452125,0.422623393037069,0.427469209568132,0.439060666253708,38.8813521594104,152,92,366
"29","CM1",2013,160.487035293173,0.439690507652528,0.470948434448973,0.496885040439174,0.486480059402223,0.533942903449305,75.0296411063153,0.344796074997173,0.344186000875822,0.375308985640353,31.7212388997399,151,92,365
"30","CM1",2014,149.783863830325,0.410366750220068,0.419183665137911,0.440183086605057,0.444365570439656,0.472830460500248,66.4676460773636,0.354350600646341,0.353475891920785,0.363580155085243,32.6002552594634,151,92,365
"31","CM1",2015,148.86076188529,0.407837703795313,0.398703894487818,0.43736980825915,0.433268783172313,0.496952247032792,66.0428410471317,0.363188326003129,0.365756347135436,0.381111160951662,33.4133259922878,151,92,365
"32","CM1",2016,160.257310288554,0.43786150352064,0.432385202974358,0.45787257654734,0.441910913087719,0.504735720754711,69.5966316351956,0.351662699865096,0.345854755939174,0.394130956200529,32.3529683875889,152,92,366
"33","CM1",2017,144.748734827624,0.396571876240067,0.405311014529316,0.441195382740333,0.433155974522451,0.522215004298531,66.6205027937903,0.333273426668828,0.328030814748017,0.379440580510761,30.6611552535322,151,92,365
"34","CM1",2018,147.498248263339,0.404104789762573,0.395410599755964,0.395761130752408,0.391607507691723,0.431973627093151,59.7599307436135,0.391904630308983,0.395205755117107,0.410655599663622,36.0552259884264,151,92,365
"35","CM1",2019,141.616154261676,0.387989463730618,0.393155353821552,0.429644865166798,0.415398916386493,0.50235159763184,64.8763746401865,0.326461423234158,0.326526516873861,0.33706166048768,30.0344509375425,151,92,365
"36","CM1",2020,149.123565241439,0.407441435085898,0.400405264765188,0.419008834503496,0.433282235663579,0.462812508009886,63.6893428445313,0.367826019103968,0.369441603665855,0.39977779139152,33.8399937575651,152,92,366
"37","CM1",2021,161.738050633356,0.443117946940702,0.401800044261991,0.544668995500166,0.562675602445838,0.623839849894096,82.2450183205251,0.344754689686767,0.34363299931187,0.364110384877766,31.7174314511825,151,92,365
"38","CM1",2022,150.332978776586,0.411871174730374,0.36896550080094,0.375524821559193,0.374727991209027,0.433674048963303,56.7042480554381,0.349373090053009,0.348659671288572,0.36840495324256,32.1423242848768,151,92,365
"39","CM1",2023,151.67705616471,0.415553578533452,0.378335332106308,0.481938794024069,0.440688322439383,0.872496644146485,72.7727578976343,0.354185219604765,0.350273182183583,0.381668612137474,32.5850402036384,151,92,365
"40","CM1",2024,153.68413359734,0.42220915823445,0.37931007437194,0.484986846607401,0.473813951857701,0.752061420704928,73.7180006843249,0.344001243137783,0.340774995712158,0.378790664510516,31.648114368676,152,92,364
"41","CM2",1985,103.059571292387,0.341256858584063,0.312057096535858,0.310110759700941,0.309942351183539,0.311784790034277,27.2897468536828,0.309942927850458,0.311536773808715,0.333829660405515,28.5147493622421,88,92,302
"42","CM2",1986,142.303364429892,0.389872231314772,0.361020708904693,0.459156845392955,0.478150765476574,0.498316903244247,69.3326836543362,0.350706440048481,0.352050406176693,0.364631799162175,32.2649924844603,151,92,365
"43","CM2",1987,135.995207570047,0.372589609780951,0.342669459950962,0.338242345474527,0.339876309231902,0.344156524824241,51.0745941666535,0.360567346934868,0.336369934479116,0.43859864981428,33.1721959180079,151,92,365
"44","CM2",1988,148.909278877345,0.406855953216789,0.388105778145929,0.418977105650211,0.391611601720414,0.509602922352044,63.684520058832,0.362172338191734,0.36954320213646,0.392596988768737,33.3198551136395,152,92,366
"45","CM2",1989,148.774571581087,0.40760156597558,0.396463060485269,0.440622929964635,0.432119592158223,0.515221206567839,66.5340624246598,0.351456304582203,0.346048874811282,0.398955937371787,32.3339800215627,151,92,365
"46","CM2",1990,146.219661687706,0.400601812843031,0.387578623318303,0.432302385549131,0.43926521110749,0.457021739529604,65.2776602179189,0.369581315074457,0.367945344012574,0.386142518241412,34.0014809868501,151,92,365
"47","CM2",1991,146.767664831566,0.402103191319358,0.395566645646463,0.394130877135952,0.393775077795262,0.413573993629441,59.5137624475288,0.371448316455463,0.365755332772972,0.420521673822648,34.1732451139026,151,92,365
"48","CM2",1992,152.272086039701,0.416043950928144,0.409484302604952,0.415534714557948,0.415121975517927,0.450551171868756,63.161276612808,0.370889771918458,0.366290368588543,0.405449565626993,34.1218590164981,152,92,366
"49","CM2",1993,157.225375053675,0.430754452201851,0.432643826402551,0.462678089943192,0.437037439942163,0.531244351411602,69.864391581422,0.362488568125055,0.360741937785709,0.405331408423281,33.348948267505,151,92,365
"50","CM2",1994,149.61594168866,0.409906689557972,0.373957486491269,0.485556292134721,0.48822585983553,0.503175581515681,73.319000112343,0.337555739728382,0.338142015278268,0.355260267032252,31.0551280550112,151,92,365
"51","CM2",1995,140.950610485082,0.386166056123512,0.391131235897821,0.375391125760744,0.387846276494387,0.40329893510343,56.6840599898723,0.344357388874511,0.311360978095505,0.452705255530574,31.680879776455,151,92,365
"52","CM2",1996,155.863369297639,0.425856200266774,0.449048548023164,0.462818721935028,0.470089345416233,0.482251377457978,70.3484457341243,0.350289416463121,0.345825105795877,0.395919726055261,32.2266263146071,152,92,366
"53","CM2",1997,142.016667382004,0.389086759950695,0.381392868720837,0.411538898574443,0.39574105370672,0.502920733605429,62.1423736847409,0.355866725850255,0.355479921159671,0.384311583381966,32.7397387782234,151,92,365
"54","CM2",1998,146.692305276423,0.401896726784721,0.409922102632629,0.423966783166618,0.420873804310737,0.443340876066381,64.0189842581594,0.354974639038085,0.354658996931217,0.370197088062063,32.6576667915038,151,92,365
"55","CM2",1999,144.599322089537,0.396162526272704,0.399786095443309,0.410522685902001,0.428547339965663,0.462222906395177,61.9889255712022,0.350279645768971,0.349638821131694,0.414939757905084,32.2257274107453,151,92,365
"56","CM2",2000,152.158361923437,0.415733229299009,0.404153625034595,0.410805821181179,0.414537899442157,0.546810444010005,62.4424848195392,0.373753280382752,0.377034657901863,0.403711702701868,34.3853017952131,152,92,366
"57","CM2",2001,164.079756589326,0.449533579696783,0.458541241842653,0.50357813260638,0.495457275645841,0.541622736874289,76.0402980235633,0.368780690923917,0.376684586997442,0.41543216036836,33.9278235650004,151,92,365
"58","CM2",2002,161.105198340158,0.441384105041529,0.466143380742945,0.453751467286168,0.469423605799167,0.476425709942639,68.5164715602113,0.392588645784906,0.378531587049745,0.467436987118636,36.1181554122114,151,92,365
"59","CM2",2003,161.095764640725,0.441358259289656,0.44421865351712,0.492189632250931,0.493955691060128,0.563063720701669,74.3206344698906,0.332634784938109,0.32668034509381,0.387082824964213,30.602400214306,151,92,365
"60","CM2",2004,172.568953336122,0.471499872503066,0.486106360636478,0.517020697570266,0.54190523608312,0.574914406434752,78.5871460306804,0.35938788531993,0.34952164077147,0.478578525826217,33.0636854494335,152,92,366
"61","CM2",2005,141.130427164809,0.38665870456112,0.369510870582858,0.458667898076828,0.462732715349187,0.520203730598361,69.258852609601,0.303980459012922,0.298363578952021,0.327240722264643,27.9662022291888,151,92,365
"62","CM2",2006,141.871023629287,0.388687735970651,0.400183501368647,0.404771622466246,0.404016772646662,0.413143374196824,61.1205149924032,0.349704958753823,0.344009577063831,0.39276275786366,32.1728562053517,151,92,365
"63","CM2",2007,148.117499556372,0.405801368647594,0.416855925764168,0.421911438113808,0.42307370703439,0.45421090172799,63.7086271551849,0.349205794707575,0.347058751332088,0.403624392182409,32.1269331130969,151,92,365
"64","CM2",2008,142.706256974866,0.389907805942256,0.391884075881341,0.394714291697077,0.393848618105965,0.419321980318003,59.9965723379557,0.341245024145698,0.338149191313362,0.409752211135858,31.3945422214042,152,92,366
"65","CM2",2009,141.413566743368,0.387434429433886,0.398525545783944,0.435175205795642,0.452152929591809,0.484480672721642,65.711456075142,0.305775454013781,0.29949980636818,0.348711481572928,28.1313417692678,151,92,365
"66","CM2",2010,177.796699161076,0.487114244276919,0.491983214643848,0.45248995951292,0.460463867962351,0.53377755746114,68.325983886451,0.480008581090212,0.490292768148871,0.557206363311653,44.1607894602995,151,92,365
"67","CM2",2011,177.402473242196,0.48603417326629,0.493271926245114,0.507948919910145,0.498453626317166,0.609663776416144,76.7002869064319,0.369660286736799,0.343350896851877,0.524168616498889,34.0087463797855,151,92,365
"68","CM2",2012,154.994374771194,0.423481898281951,0.416452354565396,0.435319748190934,0.419846923639563,0.591549888708645,66.168601725022,0.395912434470087,0.398795160487392,0.414945209381791,36.423943971248,152,92,366
"69","CM2",2013,145.654026196422,0.39905212656554,0.424428795918578,0.437418861608385,0.431919582457021,0.459783977712435,66.0502481028662,0.321119367882015,0.32145338652465,0.342638623528849,29.5429818451454,151,92,365
"70","CM2",2014,137.375152155927,0.376370279879253,0.370697493189568,0.39741777465327,0.383975209520986,0.466571602527408,60.0100839726438,0.327495265606728,0.331333963958571,0.345060974372727,30.129564435819,151,92,365
"71","CM2",2015,136.749387742037,0.374655856827498,0.369061157829762,0.397336985319824,0.391692943347746,0.456519444857612,59.9978847832934,0.333479187261676,0.333059516128543,0.362197611578797,30.6800852280742,151,92,365
"72","CM2",2016,141.946634733171,0.387832335336532,0.379492834691134,0.397808742503096,0.384760861647867,0.443576705750935,60.4669288604707,0.324128312101208,0.319961291921794,0.35529272947878,29.8198047133111,152,92,366
"73","CM2",2017,129.015960491567,0.353468384908403,0.359366861405185,0.384837244414426,0.379865953408044,0.458425152173533,58.1104239065783,0.304937127376699,0.30250866699557,0.348098548071631,28.0542157186563,151,92,365
"74","CM2",2018,128.661006575814,0.352495908426888,0.351151510623529,0.349520460024021,0.348518316344477,0.398446870299107,52.7775894636272,0.326485110435899,0.316385986090182,0.367383810788128,30.0366301601027,151,92,365
"75","CM2",2019,128.520980422599,0.352112275130409,0.345468733371133,0.380129474239052,0.35836579093653,0.463608379651576,57.3995506100969,0.310105770612033,0.306338733287473,0.335514488170848,28.529730896307,151,92,365
"76","CM2",2020,137.302727331333,0.375144063746812,0.355656516355846,0.424232040530499,0.411545965171603,0.543794711350292,64.4832701606358,0.314937369553898,0.32450823667113,0.3507688196098,28.9742379989586,152,92,366
"77","CM2",2021,155.491791501606,0.426004908223578,0.386126843229483,0.531147646531942,0.524302782651514,0.641436436290109,80.2032946263232,0.316892775236756,0.315428576464598,0.327472102618528,29.1541353217816,151,92,365
"78","CM2",2022,140.557360193378,0.385088658064049,0.361975787531775,0.363460260992979,0.370400508092003,0.421995771296431,54.8824994099398,0.327782802334718,0.321895716145164,0.380763484229959,30.156017814794,151,92,365
"79","CM2",2023,137.68349874386,0.37721506505167,0.348358771493556,0.427917507389002,0.435338035590117,0.720468658134626,64.6155436157394,0.32313610289052,0.329172159525069,0.351649597582639,29.7285214659278,151,92,365
"80","CM2",2024,136.513121562834,0.375036048249544,0.348939685123139,0.412863450419507,0.422702579163569,0.509245639930878,62.755244463765,0.311999188277956,0.317136832271766,0.333478182008345,28.703925321572,152,92,364
"81","CM3",1985,112.062631599138,0.371068316553437,0.351096910299434,0.351073080151451,0.351075896200383,0.351100602122713,30.8944310533277,0.350346852602762,0.350565078302956,0.354853181379317,32.2319104394541,88,92,302
"82","CM3",1986,150.924327492822,0.413491308199511,0.387994545008847,0.483097455948271,0.490075638296345,0.519046152703779,72.947715848189,0.369787414139907,0.369623896700168,0.388369634038025,34.0204421008714,151,92,365
"83","CM3",1987,143.74465109,0.393820961890411,0.365934324230499,0.361665428087427,0.363397062570111,0.367775482928683,54.6114796412015,0.356798751010906,0.329208355184998,0.473658853965022,32.8254850930034,151,92,365
"84","CM3",1988,170.323263059106,0.465364106718868,0.450920546633231,0.477665058732894,0.448712255288748,0.558457231586729,72.6050889273998,0.415633087153524,0.410108417094727,0.45243897672432,38.2382440181242,152,92,366
"85","CM3",1989,163.96378682609,0.449215854318054,0.451918080833499,0.475308941569476,0.462764676165898,0.535894784179515,71.7716501769909,0.412951988753964,0.407692470641844,0.458008751270561,37.9915829653647,151,92,365
"86","CM3",1990,165.007792613807,0.452076144147416,0.453249244465412,0.463588267682362,0.47314512729738,0.484300135299882,70.0018284200366,0.448496537586257,0.449112094654182,0.459962939214081,41.2616814579356,151,92,365
"87","CM3",1991,154.541357365724,0.423400979084174,0.437712934575619,0.44439861045376,0.443459565587389,0.468078763164272,67.1041901785178,0.351715357233251,0.35081073449233,0.399063825416834,32.3578128654591,151,92,365
"88","CM3",1992,163.223676556731,0.445966329389975,0.452429410912588,0.462107610309553,0.464842622944066,0.50579697115305,70.240356767052,0.372425788734871,0.364029826891886,0.446740896372339,34.2631725636081,152,92,366
"89","CM3",1993,171.916337227827,0.471003663637883,0.489210768473959,0.536713102161701,0.532525428158706,0.567945051775484,81.0436784264169,0.370367083992616,0.367198803563669,0.409230295242739,34.0737717273207,151,92,365
"90","CM3",1994,151.931908653638,0.416251804530516,0.400032968504113,0.465437484806534,0.454530874575849,0.512259061099033,70.2810602057867,0.380528731163768,0.376836247929321,0.401034511468898,35.0086432670666,151,92,365
"91","CM3",1995,135.613976507484,0.371545141116393,0.347146168527366,0.344554563955277,0.34658760250865,0.352591043451468,52.0277391572469,0.337512391565219,0.310973543668135,0.427003939286656,31.0511400240002,151,92,365
"92","CM3",1996,161.872034638278,0.44227331868382,0.46854057235803,0.477312428911125,0.48028710389466,0.485258720459131,72.551489194491,0.37468253460691,0.373879117645186,0.409205724870803,34.4707931838357,152,92,366
"93","CM3",1997,157.776959321919,0.432265641977861,0.426062033170656,0.427293807398466,0.409801282442136,0.50177692969975,64.5213649171684,0.41896044149502,0.421089649474793,0.444691946126305,38.5443606175419,151,92,365
"94","CM3",1998,173.582408551277,0.475568242606239,0.468008106509302,0.503720594611472,0.506472016067207,0.540077817901245,76.0618097863323,0.452289212135234,0.450145344077913,0.478361141062698,41.6106075164415,151,92,365
"95","CM3",1999,138.021650829027,0.378141509120622,0.37559112822061,0.390409097951271,0.393120608811845,0.428087715549297,58.9517737906419,0.336076724407454,0.339833815195934,0.365689974190024,30.9190586454858,151,92,365
"96","CM3",2000,149.903063747567,0.409571212425045,0.400621980491135,0.397410465386201,0.395602652455789,0.524440884847971,60.4063907387025,0.388092965873987,0.379856928245322,0.41738408747861,35.7045528604068,152,92,366
"97","CM3",2001,169.958252190233,0.46563904709653,0.469726382849142,0.505074883583979,0.48638189756503,0.564040653669091,76.2663074211808,0.39711877672886,0.397147958226893,0.462544622126438,36.5349274590551,151,92,365
"98","CM3",2002,159.182748640353,0.436117119562611,0.456713493129669,0.445639849227356,0.45247039045274,0.500992196034283,67.2916172333307,0.400063265728552,0.385665206403967,0.476476725977053,36.8058204470268,151,92,365
"99","CM3",2003,167.962453032208,0.46017110419783,0.464795860117619,0.508817915479595,0.501413013106943,0.550185722838683,76.8315052374189,0.374333059449882,0.363081885252759,0.434038184177816,34.4386414693892,151,92,365
"100","CM3",2004,187.109528264953,0.511228219303149,0.513637060358385,0.549470990615131,0.569893180560761,0.613397599082102,83.5195905734998,0.398367989094025,0.385332180369654,0.519073518802995,36.6498549966503,152,92,366
"101","CM3",2005,150.417717105186,0.412103334534756,0.407826848922705,0.486607878569126,0.478657520449189,0.574196634444633,73.477789663938,0.316524227441529,0.307596764332649,0.343228126263985,29.1202289246207,151,92,365
"102","CM3",2006,153.185890701301,0.419687371784385,0.406860853033578,0.409970599117959,0.40581983881427,0.447573362511163,61.9055604668118,0.386746840627072,0.365772204784723,0.465213606562829,35.5807093376906,151,92,365
"103","CM3",2007,161.568864632502,0.442654423650689,0.457914064603361,0.479749539195169,0.479747238934648,0.501404988158624,72.4421804184705,0.384234578695651,0.38435708607936,0.41044021508534,35.3495812399999,151,92,365
"104","CM3",2008,163.72338437657,0.447331651302106,0.446705504171829,0.477963885050141,0.484238636032353,0.502491418189934,72.6505105276214,0.387977980946972,0.381219627401936,0.43876874839902,35.6939742471215,152,92,366
"105","CM3",2009,150.693662706848,0.412859349881775,0.428196689476154,0.463547738264902,0.459063319897828,0.532968388556652,69.9957084780001,0.340732863575495,0.339536378849,0.361754142959799,31.3474234489456,151,92,365
"106","CM3",2010,200.53011554543,0.549397576836794,0.520157607829857,0.492174343825863,0.496082837670061,0.533731552064004,74.3183259177052,0.529987024884704,0.531396772553461,0.629729730981125,48.7588062893928,151,92,365
"107","CM3",2011,189.419294572031,0.518956971430221,0.532405889396231,0.555066697220494,0.537175258314604,0.717100594023783,83.8150712802946,0.408696186795943,0.382547617705694,0.548042019952097,37.6000491852267,151,92,365
"108","CM3",2012,165.692386353318,0.45271143812382,0.465696566154092,0.479223906409918,0.478554887239828,0.59476683958417,72.8420337743076,0.397636618305669,0.400297798369324,0.408909107604453,36.5825688841216,152,92,366
"109","CM3",2013,153.888333075019,0.421611871438408,0.446757072800596,0.477284931871482,0.471291636708604,0.511233487041822,72.0700247125938,0.332175408621303,0.33073455520373,0.357173501131699,30.5601375931599,151,92,365
"110","CM3",2014,145.849141340931,0.399586688605291,0.398466628785897,0.428105395972123,0.421890951009324,0.46360444097042,64.6439147917906,0.343539354192433,0.345598411089285,0.363446501779994,31.6056205857039,151,92,365
"111","CM3",2015,139.988982761584,0.383531459620779,0.372404730266483,0.402274919045682,0.382266238571457,0.467425683820568,60.7435127758979,0.346388167423894,0.343183224713545,0.37347822743769,31.8677114029982,151,92,365
"112","CM3",2016,156.55458039086,0.427744755166284,0.423521035014744,0.447394127224557,0.432058472747702,0.49471149461635,68.0039073381326,0.344313188375084,0.342795396970564,0.374610539397535,31.6768133305077,152,92,366
"113","CM3",2017,141.738419556591,0.388324437141344,0.411326708785626,0.424891381198832,0.418678889434183,0.479977446262547,64.1585985610235,0.33901650833891,0.340365053362,0.374977052315308,31.1895187671797,151,92,365
"114","CM3",2018,143.13498012241,0.392150630472356,0.38493924554553,0.386288000161727,0.38463620305029,0.41770157730758,58.3294880244208,0.369052416306107,0.371573001519775,0.400856885874782,33.9528223001618,151,92,365
"115","CM3",2019,138.637029567779,0.379827478267889,0.379952937866051,0.417740489955707,0.397195151395115,0.505849896853893,63.0788139833117,0.320388175220341,0.319908863069042,0.329090833538375,29.4757121202713,151,92,365
"116","CM3",2020,152.813982619747,0.417524542676904,0.3656357102849,0.469038380391361,0.456010827287285,0.624963636203186,71.2938338194868,0.338391752507,0.34660220659272,0.358420815914753,31.132041230644,152,92,366
"117","CM3",2021,154.861864906341,0.42427908193518,0.377765730423735,0.510062372242413,0.548279553805134,0.599155064018547,77.0194182086043,0.333863802329603,0.331946017672656,0.350345889550372,30.7154698143234,151,92,365
"118","CM3",2022,142.962820659797,0.391678960711774,0.369167393929831,0.389068267945015,0.390156344214431,0.44959501509423,58.7493084596972,0.345220877764035,0.345389889412169,0.36880057457073,31.7603207542913,151,92,365
"119","CM3",2023,149.515660826214,0.409631947469081,0.387387235482592,0.437079911653154,0.44314097467111,0.56960453070468,65.9990666596263,0.399571577476658,0.363579312434357,0.502614068967148,36.7605851278525,151,92,365
"120","CM3",2024,150.541169550064,0.413574641621054,0.388565941748878,0.450204575257832,0.454641149213406,0.568665090130474,68.4310954391905,0.351836744023015,0.344344448618642,0.388586114515004,32.3689804501173,152,92,364
"121","CM4",1985,112.380014169648,0.372119252217378,0.354398917276175,0.354399462546901,0.354398795158141,0.354405068972102,31.1871527041273,0.353539332712006,0.354290048156454,0.358751180259859,32.5256186095045,88,92,302
"122","CM4",1986,146.185536642178,0.40050831956761,0.37126310355781,0.448092501249989,0.463805720179445,0.48605223232153,67.6619676887483,0.369976654524322,0.370268589634324,0.374631449848558,34.0378522162376,151,92,365
"123","CM4",1987,141.394240493593,0.387381480804365,0.368901641261504,0.366612496426374,0.368381029250816,0.369915233450365,55.3584869603825,0.345013030506009,0.314589019395198,0.46129668173516,31.7411988065528,151,92,365
"124","CM4",1988,165.445772815565,0.45203763064362,0.424395131706307,0.441526351735096,0.414135701588045,0.523980550248875,67.1120054637346,0.404111810684251,0.407154505144122,0.447119723701696,37.1782865829511,152,92,366
"125","CM4",1989,149.538820665433,0.409695399083379,0.398729208510604,0.428580716503639,0.403514159437032,0.537643153426813,64.7156881920494,0.4085483074746,0.412237878670397,0.424404760883809,37.5864442876633,151,92,365
"126","CM4",1990,151.178914080605,0.414188805700287,0.408249878731146,0.42772643358363,0.432958950972273,0.448602754130452,64.5866914711282,0.401156736713211,0.399912044994628,0.409723242853137,36.9064197776154,151,92,365
"127","CM4",1991,147.956804348366,0.405361107803742,0.393192546605644,0.398553804967258,0.396841271923344,0.415775854121602,60.1816245500559,0.347166534863686,0.347380784578499,0.384034945632093,31.9393212074591,151,92,365
"128","CM4",1992,154.960306365691,0.423388815206807,0.417632603960114,0.440689226179195,0.418501726697042,0.540654341308088,66.9847623792376,0.357447496786176,0.351279983019251,0.40299530640948,32.8851697043282,152,92,366
"129","CM4",1993,161.754261528056,0.443162360350839,0.452278183328627,0.471464318954126,0.466217242663346,0.516353931607122,71.1911121620731,0.370528429236991,0.367188755670791,0.417722220010396,34.0886154898032,151,92,365
"130","CM4",1994,151.052978292145,0.413843776142863,0.41066593601466,0.475799960924914,0.464260666970865,0.514264727218368,71.845794099662,0.334879672766375,0.333765515646693,0.369719075836269,30.8089298945065,151,92,365
"131","CM4",1995,143.08228432416,0.392006258422355,0.422401078245069,0.399200150209334,0.423050310663523,0.446007170053657,60.2792226816095,0.339518140745585,0.307215394502854,0.4430215815613,31.2356689485938,151,92,365
"132","CM4",1996,158.271961868685,0.432437054286025,0.461483133169462,0.465003488240388,0.471081975035225,0.47454434436674,70.6805302125389,0.353653172528954,0.347866276418295,0.410324586736748,32.5360918726637,152,92,366
"133","CM4",1997,153.478509568362,0.42048906731058,0.412951825237975,0.445925135461988,0.431432944932575,0.512109388937654,67.3346954547601,0.389713316993196,0.388471639612585,0.409831967072767,35.853625163374,151,92,365
"134","CM4",1998,164.612059161583,0.450991942908446,0.453927137761029,0.456270072875722,0.460013065512294,0.489442157744361,68.896781004234,0.43036672877144,0.428717131055865,0.448595583906459,39.5937390469725,151,92,365
"135","CM4",1999,150.557754548002,0.41248699876165,0.414654747688143,0.439199904558632,0.461613906180382,0.477406387662814,66.3191855883535,0.355170773772075,0.352451355279582,0.447169650922264,32.6757111870309,151,92,365
"136","CM4",2000,155.508524092754,0.424886677849054,0.418298868134938,0.436168522598191,0.442499874128761,0.525215095793701,66.2976154349249,0.386552658985708,0.388620820543181,0.395199647684727,35.5628446266851,152,92,366
"137","CM4",2001,172.9633465629,0.473872182364111,0.479847317349473,0.515225170515818,0.502371328869298,0.577365381778181,77.7990007478885,0.394429123864119,0.396979370198929,0.446567357782428,36.2874793954989,151,92,365
"138","CM4",2002,167.239551344637,0.458190551629142,0.461880428555128,0.494178345683448,0.512805476193708,0.538040505270044,74.6209301982007,0.406895507670734,0.395852795363615,0.468320811901105,37.4343867057075,151,92,365
"139","CM4",2003,170.548858796485,0.46725714738763,0.494146584587907,0.498167688456436,0.499403147105476,0.52447941052591,75.2233209569219,0.362654659686192,0.359444873304446,0.426166709109993,33.3642286911296,151,92,365
"140","CM4",2004,188.764515539746,0.515750042458323,0.50667904866555,0.541149609023416,0.547953149271985,0.618493112493964,82.2547405715592,0.415787447768899,0.406928334456367,0.531566289656686,38.2524451947387,152,92,366
"141","CM4",2005,150.190573602265,0.411481023567849,0.377056587156983,0.503680048921186,0.500650162005257,0.599899855479676,76.0556873870991,0.324235029852678,0.326134214556925,0.328353137085281,29.8296227464464,151,92,365
"142","CM4",2006,154.473918649456,0.423216215477962,0.411746543671079,0.413281678218932,0.411050756307006,0.428137311937263,62.4055334110587,0.40018453850701,0.387240650761174,0.475611046953037,36.8169775426449,151,92,365
"143","CM4",2007,151.449265064464,0.414929493327298,0.424872495676225,0.459933921658931,0.447506958173502,0.502369285610215,69.4500221704986,0.335813785808504,0.331496214940791,0.403997462066525,30.8948682943824,151,92,365
"144","CM4",2008,152.552859939205,0.416811092730067,0.417211894146914,0.420987649313238,0.424480296172763,0.433939402290678,63.9901226956121,0.379452684326275,0.377597935071717,0.419188214019819,34.9096469580173,152,92,366
"145","CM4",2009,154.074830255308,0.422122822617281,0.427640483832761,0.474066107379371,0.499204704659973,0.542409020312466,71.583982214285,0.335530518690048,0.333657086613349,0.366816509230641,30.8688077194844,151,92,365
"146","CM4",2010,208.096109206902,0.570126326594253,0.551369484902245,0.493349709085671,0.489790469831564,0.636757564983287,74.4958060719364,0.554995186468142,0.559039475773964,0.674720606453295,51.0595571550691,151,92,365
"147","CM4",2011,185.793471240378,0.509023208877748,0.491180238700458,0.543676756651381,0.510118838563438,0.804876939874519,82.0951902543586,0.403606224601718,0.389560573194289,0.487141985745326,37.131772663358,151,92,365
