"","ID","Elevation","value","year","scenario","variable"
"36","CM1",18.391,289.122711181641,2022,"ssp370","tas_4"
"37","CM1",18.391,292.523529052734,2022,"ssp370","tas_5"
"38","CM1",18.391,294.959014892578,2022,"ssp370","tas_6"
"39","CM1",18.391,298.582092285156,2022,"ssp370","tas_7"
"40","CM1",18.391,297.756713867188,2022,"ssp370","tas_8"
"41","CM1",18.391,296.064605712891,2022,"ssp370","tas_9"
"42","CM1",18.391,292.008483886719,2022,"ssp370","tas_10"
"43","CM1",18.391,289.163604736328,2022,"ssp370","tas_11"
"44","CM1",18.391,284.829223632812,2022,"ssp370","tas_12"
"45","CM1",18.391,287.493469238281,2022,"ssp370","tasmax_1"
"46","CM1",18.391,289.846618652344,2022,"ssp370","tasmax_2"
"47","CM1",18.391,289.855133056641,2022,"ssp370","tasmax_3"
"48","CM1",18.391,292.191223144531,2022,"ssp370","tasmax_4"
"49","CM1",18.391,296.151214599609,2022,"ssp370","tasmax_5"
"50","CM1",18.391,298.582244873047,2022,"ssp370","tasmax_6"
"51","CM1",18.391,303.005859375,2022,"ssp370","tasmax_7"
"52","CM1",18.391,301.956268310547,2022,"ssp370","tasmax_8"
"53","CM1",18.391,299.927001953125,2022,"ssp370","tasmax_9"
"54","CM1",18.391,295.258758544922,2022,"ssp370","tasmax_10"
"55","CM1",18.391,292.160705566406,2022,"ssp370","tasmax_11"
"56","CM1",18.391,287.557067871094,2022,"ssp370","tasmax_12"
"57","CM1",18.391,281.881225585938,2022,"ssp370","tasmin_1"
"58","CM1",18.391,282.297668457031,2022,"ssp370","tasmin_2"
"59","CM1",18.391,282.949035644531,2022,"ssp370","tasmin_3"
"60","CM1",18.391,285.208465576172,2022,"ssp370","tasmin_4"
"61","CM1",18.391,288.369812011719,2022,"ssp370","tasmin_5"
"62","CM1",18.391,291.000610351562,2022,"ssp370","tasmin_6"
"63","CM1",18.391,294.3056640625,2022,"ssp370","tasmin_7"
"64","CM1",18.391,293.929809570312,2022,"ssp370","tasmin_8"
"65","CM1",18.391,292.231567382812,2022,"ssp370","tasmin_9"
"66","CM1",18.391,288.769439697266,2022,"ssp370","tasmin_10"
"67","CM1",18.391,286.267456054688,2022,"ssp370","tasmin_11"
"68","CM1",18.391,282.098907470703,2022,"ssp370","tasmin_12"
"69","CM2",15.507,291.043426513672,2022,"ssp370","bio1"
"70","CM2",15.507,297.467803955078,2022,"ssp370","bio10"
"71","CM2",15.507,285.241058349609,2022,"ssp370","bio11"
"72","CM2",15.507,921.976440429688,2022,"ssp370","bio12"
"73","CM2",15.507,312.469757080078,2022,"ssp370","bio13"
"74","CM2",15.507,1.19722628593445,2022,"ssp370","bio14"
"75","CM2",15.507,130.945938110352,2022,"ssp370","bio15"
"76","CM2",15.507,690.899475097656,2022,"ssp370","bio16"
"77","CM2",15.507,6.72632837295532,2022,"ssp370","bio17"
"78","CM2",15.507,6.72632837295532,2022,"ssp370","bio18"
"79","CM2",15.507,629.985107421875,2022,"ssp370","bio19"
"80","CM2",15.507,7.05632877349854,2022,"ssp370","bio2"
"81","CM2",15.507,21.1246280670166,2022,"ssp370","bio3"
"82","CM2",15.507,4.78289937973022,2022,"ssp370","bio4"
"83","CM2",15.507,303.005859375,2022,"ssp370","bio5"
"84","CM2",15.507,281.881225585938,2022,"ssp370","bio6"
"85","CM2",15.507,21.1246280670166,2022,"ssp370","bio7"
"86","CM2",15.507,286.259429931641,2022,"ssp370","bio8"
"87","CM2",15.507,297.467803955078,2022,"ssp370","bio9"
"88","CM2",15.507,106522.78125,2022,"ssp370","gdd"
"89","CM2",15.507,312.469757080078,2022,"ssp370","pr_1"
"90","CM2",15.507,56.1042442321777,2022,"ssp370","pr_2"
"91","CM2",15.507,29.8252925872803,2022,"ssp370","pr_3"
"92","CM2",15.507,55.7955284118652,2022,"ssp370","pr_4"
"93","CM2",15.507,3.4726734161377,2022,"ssp370","pr_5"
"94","CM2",15.507,5.52588748931885,2022,"ssp370","pr_6"
"95","CM2",15.507,1.19722628593445,2022,"ssp370","pr_7"
"96","CM2",15.507,3.80746579170227,2022,"ssp370","pr_8"
"97","CM2",15.507,1.7216362953186,2022,"ssp370","pr_9"
"98","CM2",15.507,73.6270141601562,2022,"ssp370","pr_10"
"99","CM2",15.507,117.018615722656,2022,"ssp370","pr_11"
"100","CM2",15.507,261.411102294922,2022,"ssp370","pr_12"
"101","CM2",15.507,284.785430908203,2022,"ssp370","tas_1"
"102","CM2",15.507,286.108489990234,2022,"ssp370","tas_2"
"103","CM2",15.507,286.617095947266,2022,"ssp370","tas_3"
"104","CM2",15.507,289.122711181641,2022,"ssp370","tas_4"
"105","CM2",15.507,292.523529052734,2022,"ssp370","tas_5"
"106","CM2",15.507,294.959014892578,2022,"ssp370","tas_6"
"107","CM2",15.507,298.582092285156,2022,"ssp370","tas_7"
"108","CM2",15.507,297.756713867188,2022,"ssp370","tas_8"
"109","CM2",15.507,296.064605712891,2022,"ssp370","tas_9"
"110","CM2",15.507,292.008483886719,2022,"ssp370","tas_10"
"111","CM2",15.507,289.163604736328,2022,"ssp370","tas_11"
"112","CM2",15.507,284.829223632812,2022,"ssp370","tas_12"
"113","CM2",15.507,287.493469238281,2022,"ssp370","tasmax_1"
"114","CM2",15.507,289.846618652344,2022,"ssp370","tasmax_2"
"115","CM2",15.507,289.855133056641,2022,"ssp370","tasmax_3"
"116","CM2",15.507,292.191223144531,2022,"ssp370","tasmax_4"
"117","CM2",15.507,296.151214599609,2022,"ssp370","tasmax_5"
"118","CM2",15.507,298.582244873047,2022,"ssp370","tasmax_6"
"119","CM2",15.507,303.005859375,2022,"ssp370","tasmax_7"
"120","CM2",15.507,301.956268310547,2022,"ssp370","tasmax_8"
"121","CM2",15.507,299.927001953125,2022,"ssp370","tasmax_9"
"122","CM2",15.507,295.258758544922,2022,"ssp370","tasmax_10"
"123","CM2",15.507,292.160705566406,2022,"ssp370","tasmax_11"
"124","CM2",15.507,287.557067871094,2022,"ssp370","tasmax_12"
"125","CM2",15.507,281.881225585938,2022,"ssp370","tasmin_1"
"126","CM2",15.507,282.297668457031,2022,"ssp370","tasmin_2"
"127","CM2",15.507,282.949035644531,2022,"ssp370","tasmin_3"
"128","CM2",15.507,285.208465576172,2022,"ssp370","tasmin_4"
"129","CM2",15.507,288.369812011719,2022,"ssp370","tasmin_5"
"130","CM2",15.507,291.000610351562,2022,"ssp370","tasmin_6"
"131","CM2",15.507,294.3056640625,2022,"ssp370","tasmin_7"
"132","CM2",15.507,293.929809570312,2022,"ssp370","tasmin_8"
"133","CM2",15.507,292.231567382812,2022,"ssp370","tasmin_9"
"134","CM2",15.507,288.769439697266,2022,"ssp370","tasmin_10"
"135","CM2",15.507,286.267456054688,2022,"ssp370","tasmin_11"
"136","CM2",15.507,282.098907470703,2022,"ssp370","tasmin_12"
"137","CM3",18.871,291.043426513672,2022,"ssp370","bio1"
"138","CM3",18.871,297.467803955078,2022,"ssp370","bio10"
"139","CM3",18.871,285.241058349609,2022,"ssp370","bio11"
"140","CM3",18.871,921.976440429688,2022,"ssp370","bio12"
"141","CM3",18.871,312.469757080078,2022,"ssp370","bio13"
"142","CM3",18.871,1.19722628593445,2022,"ssp370","bio14"
"143","CM3",18.871,130.945938110352,2022,"ssp370","bio15"
"144","CM3",18.871,690.899475097656,2022,"ssp370","bio16"
"145","CM3",18.871,6.72632837295532,2022,"ssp370","bio17"
"146","CM3",18.871,6.72632837295532,2022,"ssp370","bio18"
"147","CM3",18.871,629.985107421875,2022,"ssp370","bio19"
"148","CM3",18.871,7.05632877349854,2022,"ssp370","bio2"
"149","CM3",18.871,21.1246280670166,2022,"ssp370","bio3"
"150","CM3",18.871,4.78289937973022,2022,"ssp370","bio4"
"151","CM3",18.871,303.005859375,2022,"ssp370","bio5"
"152","CM3",18.871,281.881225585938,2022,"ssp370","bio6"
"153","CM3",18.871,21.1246280670166,2022,"ssp370","bio7"
"154","CM3",18.871,286.259429931641,2022,"ssp370","bio8"
"155","CM3",18.871,297.467803955078,2022,"ssp370","bio9"
"156","CM3",18.871,106522.78125,2022,"ssp370","gdd"
"157","CM3",18.871,312.469757080078,2022,"ssp370","pr_1"
"158","CM3",18.871,56.1042442321777,2022,"ssp370","pr_2"
"159","CM3",18.871,29.8252925872803,2022,"ssp370","pr_3"
"160","CM3",18.871,55.7955284118652,2022,"ssp370","pr_4"
"161","CM3",18.871,3.4726734161377,2022,"ssp370","pr_5"
"162","CM3",18.871,5.52588748931885,2022,"ssp370","pr_6"
"163","CM3",18.871,1.19722628593445,2022,"ssp370","pr_7"
"164","CM3",18.871,3.80746579170227,2022,"ssp370","pr_8"
"165","CM3",18.871,1.7216362953186,2022,"ssp370","pr_9"
"166","CM3",18.871,73.6270141601562,2022,"ssp370","pr_10"
"167","CM3",18.871,117.018615722656,2022,"ssp370","pr_11"
"168","CM3",18.871,261.411102294922,2022,"ssp370","pr_12"
"169","CM3",18.871,284.785430908203,2022,"ssp370","tas_1"
"170","CM3",18.871,286.108489990234,2022,"ssp370","tas_2"
"171","CM3",18.871,286.617095947266,2022,"ssp370","tas_3"
"172","CM3",18.871,289.122711181641,2022,"ssp370","tas_4"
"173","CM3",18.871,292.523529052734,2022,"ssp370","tas_5"
"174","CM3",18.871,294.959014892578,2022,"ssp370","tas_6"
"175","CM3",18.871,298.582092285156,2022,"ssp370","tas_7"
"176","CM3",18.871,297.756713867188,2022,"ssp370","tas_8"
"177","CM3",18.871,296.064605712891,2022,"ssp370","tas_9"
"178","CM3",18.871,292.008483886719,2022,"ssp370","tas_10"
"179","CM3",18.871,289.163604736328,2022,"ssp370","tas_11"
"180","CM3",18.871,284.829223632812,2022,"ssp370","tas_12"
"181","CM3",18.871,287.493469238281,2022,"ssp370","tasmax_1"
"182","CM3",18.871,289.846618652344,2022,"ssp370","tasmax_2"
"183","CM3",18.871,289.855133056641,2022,"ssp370","tasmax_3"
"184","CM3",18.871,292.191223144531,2022,"ssp370","tasmax_4"
"185","CM3",18.871,296.151214599609,2022,"ssp370","tasmax_5"
"186","CM3",18.871,298.582244873047,2022,"ssp370","tasmax_6"
"187","CM3",18.871,303.005859375,2022,"ssp370","tasmax_7"
"188","CM3",18.871,301.956268310547,2022,"ssp370","tasmax_8"
"189","CM3",18.871,299.927001953125,2022,"ssp370","tasmax_9"
"190","CM3",18.871,295.258758544922,2022,"ssp370","tasmax_10"
"191","CM3",18.871,292.160705566406,2022,"ssp370","tasmax_11"
"192","CM3",18.871,287.557067871094,2022,"ssp370","tasmax_12"
"193","CM3",18.871,281.881225585938,2022,"ssp370","tasmin_1"
"194","CM3",18.871,282.297668457031,2022,"ssp370","tasmin_2"
"195","CM3",18.871,282.949035644531,2022,"ssp370","tasmin_3"
"196","CM3",18.871,285.208465576172,2022,"ssp370","tasmin_4"
"197","CM3",18.871,288.369812011719,2022,"ssp370","tasmin_5"
"198","CM3",18.871,291.000610351562,2022,"ssp370","tasmin_6"
"199","CM3",18.871,294.3056640625,2022,"ssp370","tasmin_7"
"200","CM3",18.871,293.929809570312,2022,"ssp370","tasmin_8"
"201","CM3",18.871,292.231567382812,2022,"ssp370","tasmin_9"
"202","CM3",18.871,288.769439697266,2022,"ssp370","tasmin_10"
"203","CM3",18.871,286.267456054688,2022,"ssp370","tasmin_11"
"204","CM3",18.871,282.098907470703,2022,"ssp370","tasmin_12"
"205","CM4",18.631,291.043426513672,2022,"ssp370","bio1"
"206","CM4",18.631,297.467803955078,2022,"ssp370","bio10"
"207","CM4",18.631,285.241058349609,2022,"ssp370","bio11"
"208","CM4",18.631,921.976440429688,2022,"ssp370","bio12"
"209","CM4",18.631,312.469757080078,2022,"ssp370","bio13"
"210","CM4",18.631,1.19722628593445,2022,"ssp370","bio14"
"211","CM4",18.631,130.945938110352,2022,"ssp370","bio15"
"212","CM4",18.631,690.899475097656,2022,"ssp370","bio16"
"213","CM4",18.631,6.72632837295532,2022,"ssp370","bio17"
"214","CM4",18.631,6.72632837295532,2022,"ssp370","bio18"
"215","CM4",18.631,629.985107421875,2022,"ssp370","bio19"
"216","CM4",18.631,7.05632877349854,2022,"ssp370","bio2"
"217","CM4",18.631,21.1246280670166,2022,"ssp370","bio3"
"218","CM4",18.631,4.78289937973022,2022,"ssp370","bio4"
"219","CM4",18.631,303.005859375,2022,"ssp370","bio5"
"220","CM4",18.631,281.881225585938,2022,"ssp370","bio6"
"221","CM4",18.631,21.1246280670166,2022,"ssp370","bio7"
"222","CM4",18.631,286.259429931641,2022,"ssp370","bio8"
"223","CM4",18.631,297.467803955078,2022,"ssp370","bio9"
"224","CM4",18.631,106522.78125,2022,"ssp370","gdd"
"225","CM4",18.631,312.469757080078,2022,"ssp370","pr_1"
"226","CM4",18.631,56.1042442321777,2022,"ssp370","pr_2"
"227","CM4",18.631,29.8252925872803,2022,"ssp370","pr_3"
"228","CM4",18.631,55.7955284118652,2022,"ssp370","pr_4"
"229","CM4",18.631,3.4726734161377,2022,"ssp370","pr_5"
"230","CM4",18.631,5.52588748931885,2022,"ssp370","pr_6"
"231","CM4",18.631,1.19722628593445,2022,"ssp370","pr_7"
"232","CM4",18.631,3.80746579170227,2022,"ssp370","pr_8"
"233","CM4",18.631,1.7216362953186,2022,"ssp370","pr_9"
"234","CM4",18.631,73.6270141601562,2022,"ssp370","pr_10"
"235","CM4",18.631,117.018615722656,2022,"ssp370","pr_11"
"236","CM4",18.631,261.411102294922,2022,"ssp370","pr_12"
"237","CM4",18.631,284.785430908203,2022,"ssp370","tas_1"
"238","CM4",18.631,286.108489990234,2022,"ssp370","tas_2"
"239","CM4",18.631,286.617095947266,2022,"ssp370","tas_3"
"240","CM4",18.631,289.122711181641,2022,"ssp370","tas_4"
"241","CM4",18.631,292.523529052734,2022,"ssp370","tas_5"
"242","CM4",18.631,294.959014892578,2022,"ssp370","tas_6"
"243","CM4",18.631,298.582092285156,2022,"ssp370","tas_7"
"244","CM4",18.631,297.756713867188,2022,"ssp370","tas_8"
"245","CM4",18.631,296.064605712891,2022,"ssp370","tas_9"
"246","CM4",18.631,292.008483886719,2022,"ssp370","tas_10"
"247","CM4",18.631,289.163604736328,2022,"ssp370","tas_11"
"248","CM4",18.631,284.829223632812,2022,"ssp370","tas_12"
"249","CM4",18.631,287.493469238281,2022,"ssp370","tasmax_1"
"250","CM4",18.631,289.846618652344,2022,"ssp370","tasmax_2"
"251","CM4",18.631,289.855133056641,2022,"ssp370","tasmax_3"
"252","CM4",18.631,292.191223144531,2022,"ssp370","tasmax_4"
"253","CM4",18.631,296.151214599609,2022,"ssp370","tasmax_5"
"254","CM4",18.631,298.582244873047,2022,"ssp370","tasmax_6"
"255","CM4",18.631,303.005859375,2022,"ssp370","tasmax_7"
"256","CM4",18.631,301.956268310547,2022,"ssp370","tasmax_8"
"257","CM4",18.631,299.927001953125,2022,"ssp370","tasmax_9"
"258","CM4",18.631,295.258758544922,2022,"ssp370","tasmax_10"
"259","CM4",18.631,292.160705566406,2022,"ssp370","tasmax_11"
"260","CM4",18.631,287.557067871094,2022,"ssp370","tasmax_12"
"261","CM4",18.631,281.881225585938,2022,"ssp370","tasmin_1"
"262","CM4",18.631,282.297668457031,2022,"ssp370","tasmin_2"
"263","CM4",18.631,282.949035644531,2022,"ssp370","tasmin_3"
"264","CM4",18.631,285.208465576172,2022,"ssp370","tasmin_4"
"265","CM4",18.631,288.369812011719,2022,"ssp370","tasmin_5"
"266","CM4",18.631,291.000610351562,2022,"ssp370","tasmin_6"
"267","CM4",18.631,294.3056640625,2022,"ssp370","tasmin_7"
"268","CM4",18.631,293.929809570312,2022,"ssp370","tasmin_8"
"269","CM4",18.631,292.231567382812,2022,"ssp370","tasmin_9"
"270","CM4",18.631,288.769439697266,2022,"ssp370","tasmin_10"
"271","CM4",18.631,286.267456054688,2022,"ssp370","tasmin_11"
"272","CM4",18.631,282.098907470703,2022,"ssp370","tasmin_12"
"273","CM5",15.267,291.043426513672,2022,"ssp370","bio1"
"274","CM5",15.267,297.467803955078,2022,"ssp370","bio10"
"275","CM5",15.267,285.241058349609,2022,"ssp370","bio11"
"276","CM5",15.267,921.976440429688,2022,"ssp370","bio12"
"277","CM5",15.267,312.469757080078,2022,"ssp370","bio13"
"278","CM5",15.267,1.19722628593445,2022,"ssp370","bio14"
"279","CM5",15.267,130.945938110352,2022,"ssp370","bio15"
"280","CM5",15.267,690.899475097656,2022,"ssp370","bio16"
"281","CM5",15.267,6.72632837295532,2022,"ssp370","bio17"
"282","CM5",15.267,6.72632837295532,2022,"ssp370","bio18"
"283","CM5",15.267,629.985107421875,2022,"ssp370","bio19"
"284","CM5",15.267,7.05632877349854,2022,"ssp370","bio2"
"285","CM5",15.267,21.1246280670166,2022,"ssp370","bio3"
"286","CM5",15.267,4.78289937973022,2022,"ssp370","bio4"
"287","CM5",15.267,303.005859375,2022,"ssp370","bio5"
"288","CM5",15.267,281.881225585938,2022,"ssp370","bio6"
"289","CM5",15.267,21.1246280670166,2022,"ssp370","bio7"
"290","CM5",15.267,286.259429931641,2022,"ssp370","bio8"
"291","CM5",15.267,297.467803955078,2022,"ssp370","bio9"
"292","CM5",15.267,106522.78125,2022,"ssp370","gdd"
"293","CM5",15.267,312.469757080078,2022,"ssp370","pr_1"
"294","CM5",15.267,56.1042442321777,2022,"ssp370","pr_2"
"295","CM5",15.267,29.8252925872803,2022,"ssp370","pr_3"
"296","CM5",15.267,55.7955284118652,2022,"ssp370","pr_4"
"297","CM5",15.267,3.4726734161377,2022,"ssp370","pr_5"
"298","CM5",15.267,5.52588748931885,2022,"ssp370","pr_6"
"299","CM5",15.267,1.19722628593445,2022,"ssp370","pr_7"
"300","CM5",15.267,3.80746579170227,2022,"ssp370","pr_8"
"301","CM5",15.267,1.7216362953186,2022,"ssp370","pr_9"
"302","CM5",15.267,73.6270141601562,2022,"ssp370","pr_10"
"303","CM5",15.267,117.018615722656,2022,"ssp370","pr_11"
"304","CM5",15.267,261.411102294922,2022,"ssp370","pr_12"
"305","CM5",15.267,284.785430908203,2022,"ssp370","tas_1"
"306","CM5",15.267,286.108489990234,2022,"ssp370","tas_2"
"307","CM5",15.267,286.617095947266,2022,"ssp370","tas_3"
"308","CM5",15.267,289.122711181641,2022,"ssp370","tas_4"
"309","CM5",15.267,292.523529052734,2022,"ssp370","tas_5"
"310","CM5",15.267,294.959014892578,2022,"ssp370","tas_6"
"311","CM5",15.267,298.582092285156,2022,"ssp370","tas_7"
"312","CM5",15.267,297.756713867188,2022,"ssp370","tas_8"
"313","CM5",15.267,296.064605712891,2022,"ssp370","tas_9"
"314","CM5",15.267,292.008483886719,2022,"ssp370","tas_10"
"315","CM5",15.267,289.163604736328,2022,"ssp370","tas_11"
"316","CM5",15.267,284.829223632812,2022,"ssp370","tas_12"
"317","CM5",15.267,287.493469238281,2022,"ssp370","tasmax_1"
"318","CM5",15.267,289.846618652344,2022,"ssp370","tasmax_2"
"319","CM5",15.267,289.855133056641,2022,"ssp370","tasmax_3"
"320","CM5",15.267,292.191223144531,2022,"ssp370","tasmax_4"
"321","CM5",15.267,296.151214599609,2022,"ssp370","tasmax_5"
"322","CM5",15.267,298.582244873047,2022,"ssp370","tasmax_6"
"323","CM5",15.267,303.005859375,2022,"ssp370","tasmax_7"
"324","CM5",15.267,301.956268310547,2022,"ssp370","tasmax_8"
"325","CM5",15.267,299.927001953125,2022,"ssp370","tasmax_9"
"326","CM5",15.267,295.258758544922,2022,"ssp370","tasmax_10"
"327","CM5",15.267,292.160705566406,2022,"ssp370","tasmax_11"
"328","CM5",15.267,287.557067871094,2022,"ssp370","tasmax_12"
"329","CM5",15.267,281.881225585938,2022,"ssp370","tasmin_1"
"330","CM5",15.267,282.297668457031,2022,"ssp370","tasmin_2"
"331","CM5",15.267,282.949035644531,2022,"ssp370","tasmin_3"
"332","CM5",15.267,285.208465576172,2022,"ssp370","tasmin_4"
"333","CM5",15.267,288.369812011719,2022,"ssp370","tasmin_5"
"334","CM5",15.267,291.000610351562,2022,"ssp370","tasmin_6"
"335","CM5",15.267,294.3056640625,2022,"ssp370","tasmin_7"
"336","CM5",15.267,293.929809570312,2022,"ssp370","tasmin_8"
"337","CM5",15.267,292.231567382812,2022,"ssp370","tasmin_9"
"338","CM5",15.267,288.769439697266,2022,"ssp370","tasmin_10"
"339","CM5",15.267,286.267456054688,2022,"ssp370","tasmin_11"
"340","CM5",15.267,282.098907470703,2022,"ssp370","tasmin_12"
"341","CM6",17.43,291.043426513672,2022,"ssp370","bio1"
"342","CM6",17.43,297.467803955078,2022,"ssp370","bio10"
"343","CM6",17.43,285.241058349609,2022,"ssp370","bio11"
"344","CM6",17.43,921.976440429688,2022,"ssp370","bio12"
"345","CM6",17.43,312.469757080078,2022,"ssp370","bio13"
"346","CM6",17.43,1.19722628593445,2022,"ssp370","bio14"
"347","CM6",17.43,130.945938110352,2022,"ssp370","bio15"
"348","CM6",17.43,690.899475097656,2022,"ssp370","bio16"
"349","CM6",17.43,6.72632837295532,2022,"ssp370","bio17"
"350","CM6",17.43,6.72632837295532,2022,"ssp370","bio18"
"351","CM6",17.43,629.985107421875,2022,"ssp370","bio19"
"352","CM6",17.43,7.05632877349854,2022,"ssp370","bio2"
"353","CM6",17.43,21.1246280670166,2022,"ssp370","bio3"
"354","CM6",17.43,4.78289937973022,2022,"ssp370","bio4"
"355","CM6",17.43,303.005859375,2022,"ssp370","bio5"
"356","CM6",17.43,281.881225585938,2022,"ssp370","bio6"
"357","CM6",17.43,21.1246280670166,2022,"ssp370","bio7"
"358","CM6",17.43,286.259429931641,2022,"ssp370","bio8"
"359","CM6",17.43,297.467803955078,2022,"ssp370","bio9"
"360","CM6",17.43,106522.78125,2022,"ssp370","gdd"
"361","CM6",17.43,312.469757080078,2022,"ssp370","pr_1"
"362","CM6",17.43,56.1042442321777,2022,"ssp370","pr_2"
"363","CM6",17.43,29.8252925872803,2022,"ssp370","pr_3"
"364","CM6",17.43,55.7955284118652,2022,"ssp370","pr_4"
"365","CM6",17.43,3.4726734161377,2022,"ssp370","pr_5"
"366","CM6",17.43,5.52588748931885,2022,"ssp370","pr_6"
"367","CM6",17.43,1.19722628593445,2022,"ssp370","pr_7"
"368","CM6",17.43,3.80746579170227,2022,"ssp370","pr_8"
"369","CM6",17.43,1.7216362953186,2022,"ssp370","pr_9"
"370","CM6",17.43,73.6270141601562,2022,"ssp370","pr_10"
"371","CM6",17.43,117.018615722656,2022,"ssp370","pr_11"
"372","CM6",17.43,261.411102294922,2022,"ssp370","pr_12"
"373","CM6",17.43,284.785430908203,2022,"ssp370","tas_1"
"374","CM6",17.43,286.108489990234,2022,"ssp370","tas_2"
"375","CM6",17.43,286.617095947266,2022,"ssp370","tas_3"
"376","CM6",17.43,289.122711181641,2022,"ssp370","tas_4"
"377","CM6",17.43,292.523529052734,2022,"ssp370","tas_5"
"378","CM6",17.43,294.959014892578,2022,"ssp370","tas_6"
"379","CM6",17.43,298.582092285156,2022,"ssp370","tas_7"
"380","CM6",17.43,297.756713867188,2022,"ssp370","tas_8"
"381","CM6",17.43,296.064605712891,2022,"ssp370","tas_9"
"382","CM6",17.43,292.008483886719,2022,"ssp370","tas_10"
"383","CM6",17.43,289.163604736328,2022,"ssp370","tas_11"
"384","CM6",17.43,284.829223632812,2022,"ssp370","tas_12"
"385","CM6",17.43,287.493469238281,2022,"ssp370","tasmax_1"
"386","CM6",17.43,289.846618652344,2022,"ssp370","tasmax_2"
"387","CM6",17.43,289.855133056641,2022,"ssp370","tasmax_3"
"388","CM6",17.43,292.191223144531,2022,"ssp370","tasmax_4"
"389","CM6",17.43,296.151214599609,2022,"ssp370","tasmax_5"
"390","CM6",17.43,298.582244873047,2022,"ssp370","tasmax_6"
"391","CM6",17.43,303.005859375,2022,"ssp370","tasmax_7"
"392","CM6",17.43,301.956268310547,2022,"ssp370","tasmax_8"
"393","CM6",17.43,299.927001953125,2022,"ssp370","tasmax_9"
"394","CM6",17.43,295.258758544922,2022,"ssp370","tasmax_10"
"395","CM6",17.43,292.160705566406,2022,"ssp370","tasmax_11"
"396","CM6",17.43,287.557067871094,2022,"ssp370","tasmax_12"
"397","CM6",17.43,281.881225585938,2022,"ssp370","tasmin_1"
"398","CM6",17.43,282.297668457031,2022,"ssp370","tasmin_2"
"399","CM6",17.43,282.949035644531,2022,"ssp370","tasmin_3"
"400","CM6",17.43,285.208465576172,2022,"ssp370","tasmin_4"
"401","CM6",17.43,288.369812011719,2022,"ssp370","tasmin_5"
"402","CM6",17.43,291.000610351562,2022,"ssp370","tasmin_6"
"403","CM6",17.43,294.3056640625,2022,"ssp370","tasmin_7"
"404","CM6",17.43,293.929809570312,2022,"ssp370","tasmin_8"
"405","CM6",17.43,292.231567382812,2022,"ssp370","tasmin_9"
"406","CM6",17.43,288.769439697266,2022,"ssp370","tasmin_10"
"407","CM6",17.43,286.267456054688,2022,"ssp370","tasmin_11"
"408","CM6",17.43,282.098907470703,2022,"ssp370","tasmin_12"
"409","MM1",27.283,290.940032958984,2022,"ssp370","bio1"
"410","MM1",27.283,297.288513183594,2022,"ssp370","bio10"
"411","MM1",27.283,285.210296630859,2022,"ssp370","bio11"
"412","MM1",27.283,930.626525878906,2022,"ssp370","bio12"
"413","MM1",27.283,313.755004882812,2022,"ssp370","bio13"
"414","MM1",27.283,1.19594049453735,2022,"ssp370","bio14"
"415","MM1",27.283,130.855590820312,2022,"ssp370","bio15"
