"plot","ndvi","year","month","day"
"MM1",-0.0020196323748678,"1991","04","23"
"MM2",0.0241503156721592,"1991","04","23"
"MM3",-0.0181193295866251,"1991","04","23"
"MM4",-0.00814309064298868,"1991","04","23"
"MM5",0.0114657683297992,"1991","04","23"
"MM6",0.0396301597356796,"1991","04","23"
"OM1",0.258890211582184,"1991","04","23"
"OM2",-0.0126688797026873,"1991","04","23"
"OM3",0.134206175804138,"1991","04","23"
"OM4",0.178778633475304,"1991","04","23"
"OM5",0.0323169752955437,"1991","04","23"
"OM6",-0.00770468031987548,"1991","04","23"
"CM1",0.482479989528656,"1991","05","09"
"CM2",0.370399564504623,"1991","05","09"
"CM3",0.448535144329071,"1991","05","09"
"CM4",0.406982183456421,"1991","05","09"
"CM5",0.39837709069252,"1991","05","09"
"CM6",0.504682779312134,"1991","05","09"
"MM1",0.372488647699356,"1991","05","09"
"MM2",0.41949337720871,"1991","05","09"
"MM3",0.436684668064117,"1991","05","09"
"MM4",0.427293032407761,"1991","05","09"
"MM5",0.356589496135712,"1991","05","09"
"MM6",0.293243527412415,"1991","05","09"
"OM1",0.379472255706787,"1991","05","09"
"OM2",0.530150771141052,"1991","05","09"
"OM3",0.417089819908142,"1991","05","09"
"OM4",0.395683139562607,"1991","05","09"
"OM5",0.704316854476929,"1991","05","09"
"OM6",0.379861235618591,"1991","05","09"
"CM1",0.464188575744629,"1991","05","25"
"CM2",0.419206947088242,"1991","05","25"
"CM3",0.44582411646843,"1991","05","25"
"CM4",0.451651751995087,"1991","05","25"
"CM5",0.464528113603592,"1991","05","25"
"CM6",0.501476764678955,"1991","05","25"
"MM1",0.433896511793137,"1991","05","25"
"MM2",0.461198925971985,"1991","05","25"
"MM3",0.474627673625946,"1991","05","25"
"MM4",0.460359305143356,"1991","05","25"
"MM5",0.3983094394207,"1991","05","25"
"MM6",0.325664430856705,"1991","05","25"
"OM1",0.397453874349594,"1991","05","25"
"OM2",0.414621621370316,"1991","05","25"
"OM3",0.458118796348572,"1991","05","25"
"OM4",0.39824390411377,"1991","05","25"
"OM5",0.638150572776794,"1991","05","25"
"OM6",0.399131923913956,"1991","05","25"
"CM1",0.369774013757706,"1991","06","26"
"CM2",0.311800807714462,"1991","06","26"
"CM3",0.352593421936035,"1991","06","26"
"CM4",0.348674476146698,"1991","06","26"
"CM5",0.355733215808868,"1991","06","26"
"CM6",0.423966199159622,"1991","06","26"
"MM1",0.33461919426918,"1991","06","26"
"MM2",0.366946935653687,"1991","06","26"
"MM3",0.351016819477081,"1991","06","26"
"MM4",0.377946406602859,"1991","06","26"
"MM5",0.307295352220535,"1991","06","26"
"MM6",0.276633590459824,"1991","06","26"
"OM1",0.330935597419739,"1991","06","26"
"OM2",0.436636924743652,"1991","06","26"
"OM3",0.352669149637222,"1991","06","26"
"OM4",0.34201243519783,"1991","06","26"
"OM5",0.650938153266907,"1991","06","26"
"OM6",0.319199860095978,"1991","06","26"
"CM1",0.257286548614502,"1991","07","28"
"CM2",0.249767810106277,"1991","07","28"
"CM3",0.298110038042068,"1991","07","28"
"CM4",0.288754612207413,"1991","07","28"
"CM5",0.298110038042068,"1991","07","28"
"CM6",0.280016362667084,"1991","07","28"
"MM1",0.323350667953491,"1991","07","28"
"MM2",0.360953539609909,"1991","07","28"
"MM3",0.331380218267441,"1991","07","28"
"MM4",0.351339936256409,"1991","07","28"
"MM5",0.294990628957748,"1991","07","28"
"MM6",0.292716711759567,"1991","07","28"
"OM1",0.30230924487114,"1991","07","28"
"OM2",0.34977775812149,"1991","07","28"
"OM3",0.333623439073563,"1991","07","28"
"OM4",0.30230924487114,"1991","07","28"
"OM5",0.31427201628685,"1991","07","28"
"OM6",0.249128460884094,"1991","07","28"
"CM1",0.372515708208084,"1991","08","13"
"CM2",0.355149894952774,"1991","08","13"
"CM3",0.36134597659111,"1991","08","13"
"CM4",0.363367557525635,"1991","08","13"
"CM5",0.370550006628036,"1991","08","13"
"CM6",0.381923317909241,"1991","08","13"
"MM1",0.346120059490204,"1991","08","13"
"MM2",0.328516095876694,"1991","08","13"
"MM3",0.371001273393631,"1991","08","13"
"MM4",0.359982460737228,"1991","08","13"
"MM5",0.319489896297455,"1991","08","13"
"MM6",0.296746581792831,"1991","08","13"
"OM1",0.336663424968719,"1991","08","13"
"OM2",0.402088910341263,"1991","08","13"
"OM3",0.376252830028534,"1991","08","13"
"OM4",0.383681058883667,"1991","08","13"
"OM5",0.552978038787842,"1991","08","13"
"OM6",0.305654942989349,"1991","08","13"
"CM1",0.348891407251358,"1991","09","14"
"CM2",0.324243575334549,"1991","09","14"
"CM3",0.32655394077301,"1991","09","14"
"CM4",0.318767040967941,"1991","09","14"
"CM5",0.362010598182678,"1991","09","14"
"CM6",0.395985811948776,"1991","09","14"
"MM1",0.323391765356064,"1991","09","14"
"MM2",0.399292230606079,"1991","09","14"
"MM3",0.325798630714417,"1991","09","14"
"MM4",0.395051002502441,"1991","09","14"
"MM5",0.330046445131302,"1991","09","14"
"MM6",0.288282811641693,"1991","09","14"
"OM1",0.308445006608963,"1991","09","14"
"OM2",0.360929369926453,"1991","09","14"
"OM3",0.354073077440262,"1991","09","14"
"OM4",0.35472646355629,"1991","09","14"
"OM5",0.618015348911285,"1991","09","14"
"OM6",0.3038350045681,"1991","09","14"
"CM1",0.416556864976883,"1991","09","30"
"CM2",0.353219419717789,"1991","09","30"
"CM3",0.359992921352386,"1991","09","30"
"CM4",0.338802963495255,"1991","09","30"
"CM5",0.478259325027466,"1991","09","30"
"CM6",0.446421414613724,"1991","09","30"
"MM1",0.373857796192169,"1991","09","30"
"MM2",0.450296431779861,"1991","09","30"
"MM3",0.411279052495956,"1991","09","30"
"MM4",0.471985131502151,"1991","09","30"
"MM5",0.371082931756973,"1991","09","30"
"MM6",0.31637179851532,"1991","09","30"
"OM1",0.364912062883377,"1991","09","30"
"OM2",0.385634154081345,"1991","09","30"
"OM3",0.42604649066925,"1991","09","30"
"OM4",0.374024540185928,"1991","09","30"
"OM5",0.595218479633331,"1991","09","30"
"OM6",0.32615140080452,"1991","09","30"
"CM1",0.565190613269806,"1991","11","01"
"CM2",0.488580703735352,"1991","11","01"
"CM3",0.479574143886566,"1991","11","01"
"CM4",0.47371569275856,"1991","11","01"
"CM5",0.457508414983749,"1991","11","01"
"CM6",0.611758232116699,"1991","11","01"
"MM1",0.497592359781265,"1991","11","01"
"MM2",0.553370177745819,"1991","11","01"
"MM3",0.551936626434326,"1991","11","01"
"MM4",0.552195310592651,"1991","11","01"
"MM5",0.461047947406769,"1991","11","01"
"MM6",0.392113953828812,"1991","11","01"
"OM1",0.479696482419968,"1991","11","01"
"OM2",0.634595930576324,"1991","11","01"
"OM3",0.522881805896759,"1991","11","01"
"OM4",0.479462116956711,"1991","11","01"
"OM5",0.784231185913086,"1991","11","01"
"OM6",0.4516821205616,"1991","11","01"
"CM1",0.509090960025787,"1991","11","17"
"CM2",0.458893060684204,"1991","11","17"
"CM3",0.509090960025787,"1991","11","17"
"CM4",0.50932377576828,"1991","11","17"
"CM5",0.464804410934448,"1991","11","17"
"CM6",0.556386530399323,"1991","11","17"
"MM1",0.467262148857117,"1991","11","17"
"MM2",0.52874743938446,"1991","11","17"
"MM3",0.493992269039154,"1991","11","17"
"MM4",0.493753105401993,"1991","11","17"
"MM5",0.508506059646606,"1991","11","17"
"MM6",0.377438098192215,"1991","11","17"
"OM1",0.435186415910721,"1991","11","17"
"OM2",0.59268993139267,"1991","11","17"
"OM3",0.51259171962738,"1991","11","17"
"OM4",0.452332973480225,"1991","11","17"
"OM5",0.734919011592865,"1991","11","17"
"OM6",0.455435156822205,"1991","11","17"
"CM1",0.475143700838089,"1992","01","04"
"CM2",0.422236084938049,"1992","01","04"
"CM3",0.489472389221191,"1992","01","04"
"CM4",0.453526377677917,"1992","01","04"
"CM5",0.429191797971725,"1992","01","04"
"CM6",0.511636793613434,"1992","01","04"
"MM1",0.452744632959366,"1992","01","04"
"MM2",0.575818419456482,"1992","01","04"
"MM3",0.428181678056717,"1992","01","04"
"MM4",0.464059621095657,"1992","01","04"
"MM5",0.482643246650696,"1992","01","04"
"MM6",0.412464916706085,"1992","01","04"
"OM1",0.419460624456406,"1992","01","04"
"OM2",0.50281035900116,"1992","01","04"
"OM3",0.519853115081787,"1992","01","04"
"OM4",0.466900497674942,"1992","01","04"
"OM5",0.629942953586578,"1992","01","04"
"OM6",0.418884426355362,"1992","01","04"
"CM1",0.383185893297195,"1992","01","20"
"CM2",0.355152785778046,"1992","01","20"
"CM3",0.416753202676773,"1992","01","20"
"CM4",0.383185893297195,"1992","01","20"
"CM5",0.356228739023209,"1992","01","20"
"CM6",0.416753202676773,"1992","01","20"
"MM1",0.383304864168167,"1992","01","20"
"MM2",0.416344791650772,"1992","01","20"
"MM3",0.416344791650772,"1992","01","20"
"MM4",0.38836732506752,"1992","01","20"
"MM5",0.352835267782211,"1992","01","20"
"MM6",0.291315793991089,"1992","01","20"
"OM1",0.330993920564651,"1992","01","20"
"OM2",0.441493302583694,"1992","01","20"
"OM3",0.441425502300262,"1992","01","20"
"OM4",0.379252165555954,"1992","01","20"
"OM5",0.487315773963928,"1992","01","20"
"OM6",0.309956520795822,"1992","01","20"
"CM1",0.435859262943268,"1992","02","05"
"CM2",0.411616146564484,"1992","02","05"
"CM3",0.478692561388016,"1992","02","05"
"CM4",0.495517790317535,"1992","02","05"
"CM5",0.435859262943268,"1992","02","05"
"CM6",0.523929119110107,"1992","02","05"
"MM1",0.395863920450211,"1992","02","05"
"MM2",0.43626856803894,"1992","02","05"
"MM3",0.540289521217346,"1992","02","05"
"MM4",0.441613554954529,"1992","02","05"
"MM5",0.408200621604919,"1992","02","05"
"MM6",0.365015953779221,"1992","02","05"
"OM1",0.477767795324326,"1992","02","05"
"OM2",0.504985213279724,"1992","02","05"
"OM3",0.504757106304169,"1992","02","05"
"OM4",0.485951513051987,"1992","02","05"
"OM5",0.625781178474426,"1992","02","05"
"OM6",0.377975881099701,"1992","02","05"
"CM1",0.459602534770966,"1992","02","21"
"CM2",0.41777566075325,"1992","02","21"
"CM3",0.467343538999557,"1992","02","21"
"CM4",0.421169430017471,"1992","02","21"
"CM5",0.46742844581604,"1992","02","21"
"CM6",0.484360545873642,"1992","02","21"
"MM1",0.460209757089615,"1992","02","21"
"MM2",0.475979954004288,"1992","02","21"
"MM3",0.468240439891815,"1992","02","21"
"MM4",0.430584013462067,"1992","02","21"
"MM5",0.412927210330963,"1992","02","21"
"MM6",0.355922758579254,"1992","02","21"
"OM1",0.447738230228424,"1992","02","21"
"OM2",0.47455370426178,"1992","02","21"
"OM3",0.47455370426178,"1992","02","21"
"OM4",0.453427642583847,"1992","02","21"
"OM5",0.615000307559967,"1992","02","21"
"OM6",0.383667081594467,"1992","02","21"
"CM1",0.398228853940964,"1992","03","24"
"CM2",0.434136986732483,"1992","03","24"
"CM3",0.417470693588257,"1992","03","24"
"CM4",0.398430079221725,"1992","03","24"
"CM5",0.462615221738815,"1992","03","24"
"CM6",0.462064564228058,"1992","03","24"
"MM1",0.369593679904938,"1992","03","24"
"MM2",0.409264385700226,"1992","03","24"
"MM3",0.415247857570648,"1992","03","24"
"MM4",0.419611036777496,"1992","03","24"
"MM5",0.367585867643356,"1992","03","24"
"MM6",0.317768722772598,"1992","03","24"
"OM1",0.394317090511322,"1992","03","24"
"OM2",0.451658964157104,"1992","03","24"
"OM3",0.404623717069626,"1992","03","24"
"OM4",0.42099267244339,"1992","03","24"
"OM5",0.573085427284241,"1992","03","24"
"OM6",0.335725754499435,"1992","03","24"
"CM1",0.412241160869598,"1992","04","09"
"CM2",0.369663119316101,"1992","04","09"
"CM3",0.413630783557892,"1992","04","09"
"CM4",0.367970526218414,"1992","04","09"
"CM5",0.459472984075546,"1992","04","09"
"CM6",0.463914513587952,"1992","04","09"
"MM1",0.370981335639954,"1992","04","09"
"MM2",0.391737371683121,"1992","04","09"
"MM3",0.392256706953049,"1992","04","09"
"MM4",0.406009554862976,"1992","04","09"
"MM5",0.317091345787048,"1992","04","09"
"MM6",0.317346692085266,"1992","04","09"
"OM1",0.372127622365952,"1992","04","09"
"OM2",0.389261811971664,"1992","04","09"
"OM3",0.425606399774551,"1992","04","09"
"OM4",0.438766449689865,"1992","04","09"
"OM5",0.554710865020752,"1992","04","09"
"OM6",0.370949953794479,"1992","04","09"
"CM1",0.407032191753387,"1992","04","25"
"CM2",0.393797636032104,"1992","04","25"
"CM3",0.408865094184875,"1992","04","25"
"CM4",0.396023273468018,"1992","04","25"
"CM5",0.38618066906929,"1992","04","25"
"CM6",0.465624421834946,"1992","04","25"
"MM1",0.321301758289337,"1992","04","25"
"MM2",0.410981982946396,"1992","04","25"
"MM3",0.395561039447784,"1992","04","25"
"MM4",0.395561039447784,"1992","04","25"
"MM5",0.333150267601013,"1992","04","25"
"MM6",0.299620926380157,"1992","04","25"
"OM1",0.349460303783417,"1992","04","25"
"OM2",0.444307923316956,"1992","04","25"
"OM3",0.417586296796799,"1992","04","25"
"OM4",0.384454160928726,"1992","04","25"
"OM5",0.589976012706757,"1992","04","25"
"OM6",0.332301467657089,"1992","04","25"
"CM1",0.410438865423203,"1992","05","11"
"CM2",0.362056344747543,"1992","05","11"
"CM3",0.400441229343414,"1992","05","11"
"CM4",0.360894024372101,"1992","05","11"
"CM5",0.369965970516205,"1992","05","11"
"CM6",0.453103929758072,"1992","05","11"
"MM1",0.332204431295395,"1992","05","11"
"MM2",0.407548308372498,"1992","05","11"
"MM3",0.400855988264084,"1992","05","11"
"MM4",0.400668352842331,"1992","05","11"
"MM5",0.363183885812759,"1992","05","11"
"MM6",0.321475178003311,"1992","05","11"
"OM1",0.339083343744278,"1992","05","11"
"OM2",0.418944418430328,"1992","05","11"
"OM3",0.402238488197327,"1992","05","11"
"OM4",0.369848787784576,"1992","05","11"
"OM5",0.595269799232483,"1992","05","11"
"OM6",0.328227072954178,"1992","05","11"
"CM1",0.421958446502686,"1992","06","28"
"CM2",0.411692053079605,"1992","06","28"
"CM3",0.478232711553574,"1992","06","28"
"CM4",0.432390928268433,"1992","06","28"
"CM5",0.478508710861206,"1992","06","28"
"CM6",0.501217782497406,"1992","06","28"
"MM1",0.393443286418915,"1992","06","28"
"MM2",0.431702524423599,"1992","06","28"
"MM3",0.455903232097626,"1992","06","28"
"MM4",0.468375563621521,"1992","06","28"
"MM5",0.330924659967422,"1992","06","28"
"MM6",0.330988079309464,"1992","06","28"
"OM1",0.395640790462494,"1992","06","28"
"OM2",0.436827331781387,"1992","06","28"
"OM3",0.445027709007263,"1992","06","28"
"OM4",0.420256108045578,"1992","06","28"
"OM5",0.631103694438934,"1992","06","28"
"OM6",0.385173052549362,"1992","06","28"
"CM1",0.386618286371231,"1992","07","14"
"CM2",0.347689628601074,"1992","07","14"
"CM3",0.375483721494675,"1992","07","14"
"CM4",0.356198310852051,"1992","07","14"
"CM5",0.396891623735428,"1992","07","14"
"CM6",0.419572472572327,"1992","07","14"
"MM1",0.345646798610687,"1992","07","14"
"MM2",0.427381098270416,"1992","07","14"
"MM3",0.39779344201088,"1992","07","14"
"MM4",0.397600948810577,"1992","07","14"
"MM5",0.336613297462463,"1992","07","14"
"MM6",0.302608579397202,"1992","07","14"
"OM1",0.344182342290878,"1992","07","14"
"OM2",0.378658950328827,"1992","07","14"
"OM3",0.386699438095093,"1992","07","14"
"OM4",0.359517425298691,"1992","07","14"
"OM5",0.566683828830719,"1992","07","14"
"OM6",0.331292718648911,"1992","07","14"
"CM1",0.317566931247711,"1992","07","30"
"CM2",0.299473643302917,"1992","07","30"
"CM3",0.317497342824936,"1992","07","30"
"CM4",0.232759907841682,"1992","07","30"
"CM5",0.289765566587448,"1992","07","30"
"CM6",0.338861703872681,"1992","07","30"
"MM1",0.335231482982635,"1992","07","30"
"MM2",0.408957272768021,"1992","07","30"
"MM3",0.375847339630127,"1992","07","30"
"MM4",0.388163566589355,"1992","07","30"
"MM5",0.361895591020584,"1992","07","30"
"MM6",0.315393388271332,"1992","07","30"
"OM1",0.312069684267044,"1992","07","30"
"OM2",0.386358946561813,"1992","07","30"
"OM3",0.336236149072647,"1992","07","30"
"OM4",0.345991104841232,"1992","07","30"
"OM5",0.550094544887543,"1992","07","30"
"OM6",0.304554402828217,"1992","07","30"
"CM1",0.379668325185776,"1992","08","15"
"CM2",0.361887186765671,"1992","08","15"
"CM3",0.376358479261398,"1992","08","15"
"CM4",0.356836259365082,"1992","08","15"
"CM5",0.387622207403183,"1992","08","15"
"CM6",0.399103134870529,"1992","08","15"
"MM1",0.346700996160507,"1992","08","15"
"MM2",0.410074770450592,"1992","08","15"
"MM3",0.374280720949173,"1992","08","15"
"MM4",0.40946489572525,"1992","08","15"
"MM5",0.341075837612152,"1992","08","15"
"MM6",0.292772442102432,"1992","08","15"
"OM1",0.367610245943069,"1992","08","15"
"OM2",0.377124011516571,"1992","08","15"
"OM3",0.394155025482178,"1992","08","15"
"OM4",0.365914553403854,"1992","08","15"
"OM5",0.5595982670784,"1992","08","15"
"OM6",0.345872044563293,"1992","08","15"
"CM1",0.344774484634399,"1992","09","16"
"CM2",0.337674766778946,"1992","09","16"
"CM3",0.309213906526566,"1992","09","16"
"CM4",0.333644926548004,"1992","09","16"
"CM5",0.344387769699097,"1992","09","16"
"CM6",0.371762722730637,"1992","09","16"
"MM1",0.322487950325012,"1992","09","16"
"MM2",0.349834710359573,"1992","09","16"
"MM3",0.370160311460495,"1992","09","16"
"MM4",0.384482681751251,"1992","09","16"
"MM5",0.282441437244415,"1992","09","16"
"MM6",0.264228403568268,"1992","09","16"
"OM1",0.355256468057632,"1992","09","16"
"OM2",0.376964658498764,"1992","09","16"
"OM3",0.334882766008377,"1992","09","16"
"OM4",0.343368679285049,"1992","09","16"
"OM5",0.511169195175171,"1992","09","16"
"OM6",0.318475276231766,"1992","09","16"
"CM1",0.370426446199417,"1992","10","02"
"CM2",0.362983584403992,"1992","10","02"
"CM3",0.367456823587418,"1992","10","02"
"CM4",0.370510578155518,"1992","10","02"
"CM5",0.367733299732208,"1992","10","02"
"CM6",0.423843145370483,"1992","10","02"
"MM1",0.381358683109283,"1992","10","02"
"MM2",0.394641041755676,"1992","10","02"
"MM3",0.43591719865799,"1992","10","02"
"MM4",0.420450359582901,"1992","10","02"
"MM5",0.345641046762466,"1992","10","02"
"MM6",0.294503271579742,"1992","10","02"
"OM1",0.359967112541199,"1992","10","02"
"OM2",0.401370704174042,"1992","10","02"
"OM3",0.421848177909851,"1992","10","02"
"OM4",0.366216212511063,"1992","10","02"
"OM5",0.547306060791016,"1992","10","02"
"OM6",0.356758266687393,"1992","10","02"
"CM1",0.466637700796127,"1992","11","03"
"CM2",0.440495997667313,"1992","11","03"
"CM3",0.490348249673843,"1992","11","03"
"CM4",0.413961976766586,"1992","11","03"
"CM5",0.49086657166481,"1992","11","03"
"CM6",0.43965670466423,"1992","11","03"
"MM1",0.395396947860718,"1992","11","03"
"MM2",0.503662467002869,"1992","11","03"
"MM3",0.488933324813843,"1992","11","03"
"MM4",0.472984135150909,"1992","11","03"
"MM5",0.363792687654495,"1992","11","03"
"MM6",0.338813573122025,"1992","11","03"
"OM1",0.407488375902176,"1992","11","03"
"OM2",0.433243602514267,"1992","11","03"
"OM3",0.445565223693848,"1992","11","03"
"OM4",0.437083005905151,"1992","11","03"
"OM5",0.644907891750336,"1992","11","03"
"OM6",0.364501446485519,"1992","11","03"
"CM1",0.555676102638245,"1992","12","05"
"CM2",0.518616855144501,"1992","12","05"
"CM3",0.533822476863861,"1992","12","05"
"CM4",0.60002464056015,"1992","12","05"
"CM5",0.554191052913666,"1992","12","05"
"CM6",0.509708166122437,"1992","12","05"
"MM1",0.538060486316681,"1992","12","05"
"MM2",0.709374666213989,"1992","12","05"
"MM3",0.605125904083252,"1992","12","05"
"MM4",0.659199237823486,"1992","12","05"
"MM5",0.510168433189392,"1992","12","05"
"MM6",0.482226371765137,"1992","12","05"
"OM1",0.53938490152359,"1992","12","05"
"OM2",0.694707453250885,"1992","12","05"
"OM3",0.611008763313293,"1992","12","05"
"OM4",0.576165974140167,"1992","12","05"
"OM5",0.682289719581604,"1992","12","05"
"OM6",0.557620584964752,"1992","12","05"
"CM1",0.418324321508408,"1993","01","06"
"CM2",0.494403272867203,"1993","01","06"
"CM3",0.511465847492218,"1993","01","06"
"CM4",0.450442463159561,"1993","01","06"
"CM5",0.556893825531006,"1993","01","06"
"CM6",0.511465847492218,"1993","01","06"
"MM1",0.515096545219421,"1993","01","06"
"MM2",0.618078887462616,"1993","01","06"
"MM3",0.453137874603271,"1993","01","06"
"MM4",0.560550093650818,"1993","01","06"
"MM5",0.484844624996185,"1993","01","06"
"MM6",0.411661684513092,"1993","01","06"
"OM1",0.481322765350342,"1993","01","06"
"OM2",0.51529198884964,"1993","01","06"
"OM3",0.57880836725235,"1993","01","06"
"OM4",0.514070153236389,"1993","01","06"
"OM5",0.645004749298096,"1993","01","06"
"OM6",0.480716109275818,"1993","01","06"
"CM1",0.517985224723816,"1993","02","07"
"CM2",0.517985224723816,"1993","02","07"
"CM3",0.560710787773132,"1993","02","07"
"CM4",0.461743384599686,"1993","02","07"
"CM5",0.49810254573822,"1993","02","07"
"CM6",0.497522175312042,"1993","02","07"
"MM1",0.483562618494034,"1993","02","07"
"MM2",0.556287884712219,"1993","02","07"
"MM3",0.53893369436264,"1993","02","07"
"MM4",0.519601941108704,"1993","02","07"
"MM5",0.398049861192703,"1993","02","07"
"MM6",0.398049861192703,"1993","02","07"
"OM1",0.477185904979706,"1993","02","07"
"OM2",0.476177901029587,"1993","02","07"
"OM3",0.534256219863892,"1993","02","07"
"OM4",0.460903286933899,"1993","02","07"
"OM5",0.600657939910889,"1993","02","07"
"OM6",0.50418084859848,"1993","02","07"
"CM1",0.45254921913147,"1993","02","23"
"CM2",0.427788943052292,"1993","02","23"
"CM3",0.415659010410309,"1993","02","23"
"CM4",0.431678265333176,"1993","02","23"
"CM5",0.380437046289444,"1993","02","23"
"CM6",0.418750613927841,"1993","02","23"
"MM1",0.434835404157639,"1993","02","23"
"MM2",0.499696373939514,"1993","02","23"
"MM3",0.479480862617493,"1993","02","23"
"MM4",0.494880676269531,"1993","02","23"
"MM5",0.396904498338699,"1993","02","23"
"MM6",0.33286514878273,"1993","02","23"
"OM1",0.409259766340256,"1993","02","23"
"OM2",0.419126093387604,"1993","02","23"
"OM3",0.462570011615753,"1993","02","23"
"OM4",0.424816459417343,"1993","02","23"
"OM5",0.584645628929138,"1993","02","23"
"OM6",0.36648365855217,"1993","02","23"
"CM1",0.486773818731308,"1993","05","30"
"CM2",0.426472455263138,"1993","05","30"
"CM3",0.490622073411942,"1993","05","30"
"CM4",0.475349307060242,"1993","05","30"
"CM5",0.481704205274582,"1993","05","30"
"CM6",0.49444505572319,"1993","05","30"
"MM1",0.408404946327209,"1993","05","30"
"MM2",0.425921529531479,"1993","05","30"
"MM3",0.471085101366043,"1993","05","30"
"MM4",0.471085101366043,"1993","05","30"
"MM5",0.365494430065155,"1993","05","30"
"MM6",0.322684228420258,"1993","05","30"
"OM1",0.385765165090561,"1993","05","30"
"OM2",0.437827914953232,"1993","05","30"
"OM3",0.453772991895676,"1993","05","30"
"OM4",0.416312634944916,"1993","05","30"
"OM5",0.612997353076935,"1993","05","30"
"OM6",0.392922401428223,"1993","05","30"
"CM1",0.411150902509689,"1993","06","15"
"CM2",0.392745077610016,"1993","06","15"
"CM3",0.43165710568428,"1993","06","15"
"CM4",0.383124679327011,"1993","06","15"
"CM5",0.372098118066788,"1993","06","15"
"CM6",0.40237158536911,"1993","06","15"
"MM1",0.367254585027695,"1993","06","15"
"MM2",0.40243873000145,"1993","06","15"
"MM3",0.41294738650322,"1993","06","15"
"MM4",0.40330308675766,"1993","06","15"
"MM5",0.361728459596634,"1993","06","15"
"MM6",0.328037798404694,"1993","06","15"
"OM1",0.337497442960739,"1993","06","15"
"OM2",0.407869815826416,"1993","06","15"
"OM3",0.407006800174713,"1993","06","15"
"OM4",0.382577896118164,"1993","06","15"
"OM5",0.561959624290466,"1993","06","15"
"OM6",0.359269827604294,"1993","06","15"
"CM1",0.382608205080032,"1993","07","17"
"CM2",0.342227727174759,"1993","07","17"
"CM3",0.392825871706009,"1993","07","17"
"CM4",0.374514192342758,"1993","07","17"
"CM5",0.381319850683212,"1993","07","17"
"CM6",0.37230110168457,"1993","07","17"
"MM1",0.357996910810471,"1993","07","17"
"MM2",0.385560184717178,"1993","07","17"
"MM3",0.381355315446854,"1993","07","17"
"MM4",0.381185412406921,"1993","07","17"
"MM5",0.35832467675209,"1993","07","17"
"MM6",0.301960110664368,"1993","07","17"
"OM1",0.344059020280838,"1993","07","17"
"OM2",0.382900714874268,"1993","07","17"
"OM3",0.376287698745728,"1993","07","17"
"OM4",0.356388926506042,"1993","07","17"
"OM5",0.580481112003326,"1993","07","17"
"OM6",0.333000868558884,"1993","07","17"
"CM1",0.154619589447975,"1993","08","02"
"CM2",0.175421535968781,"1993","08","02"
"CM3",0.244539007544518,"1993","08","02"
"CM4",0.191489055752754,"1993","08","02"
"CM5",0.153356403112411,"1993","08","02"
"CM6",0.225974142551422,"1993","08","02"
"MM1",0.184655085206032,"1993","08","02"
"MM2",0.207740396261215,"1993","08","02"
"MM3",0.229433372616768,"1993","08","02"
"MM4",0.213020592927933,"1993","08","02"
"MM5",0.261030405759811,"1993","08","02"
"MM6",0.213440924882889,"1993","08","02"
"OM1",0.2997185587883,"1993","08","02"
"OM2",0.293570756912231,"1993","08","02"
"OM3",0.319231778383255,"1993","08","02"
"OM4",0.290540099143982,"1993","08","02"
"OM5",0.248030990362167,"1993","08","02"
"OM6",0.223129644989967,"1993","08","02"
"CM1",0.393710404634476,"1993","09","19"
"CM2",0.362536013126373,"1993","09","19"
"CM3",0.354019522666931,"1993","09","19"
"CM4",0.36822322010994,"1993","09","19"
"CM5",0.365544319152832,"1993","09","19"
"CM6",0.378811448812485,"1993","09","19"
"MM1",0.327461630105972,"1993","09","19"
"MM2",0.371954441070557,"1993","09","19"
"MM3",0.403035640716553,"1993","09","19"
"MM4",0.376759111881256,"1993","09","19"
"MM5",0.348247885704041,"1993","09","19"
"MM6",0.34090119600296,"1993","09","19"
"OM1",0.341339141130447,"1993","09","19"
"OM2",0.389001250267029,"1993","09","19"
"OM3",0.369953662157059,"1993","09","19"
"OM4",0.357365757226944,"1993","09","19"
"OM5",0.457747042179108,"1993","09","19"
"OM6",0.335108399391174,"1993","09","19"
"CM1",0.438754767179489,"1993","10","21"
"CM2",0.421399295330048,"1993","10","21"
"CM3",0.426082164049149,"1993","10","21"
"CM4",0.424409508705139,"1993","10","21"
"CM5",0.410084187984467,"1993","10","21"
"CM6",0.441287130117416,"1993","10","21"
"MM1",0.393745720386505,"1993","10","21"
"MM2",0.407740116119385,"1993","10","21"
"MM3",0.469867616891861,"1993","10","21"
"MM4",0.425500422716141,"1993","10","21"
"MM5",0.362120747566223,"1993","10","21"
"MM6",0.340957880020142,"1993","10","21"
"OM1",0.396631211042404,"1993","10","21"
"OM2",0.431391358375549,"1993","10","21"
"OM3",0.442566752433777,"1993","10","21"
"OM4",0.421467334032059,"1993","10","21"
"OM5",0.551301181316376,"1993","10","21"
"OM6",0.383114129304886,"1993","10","21"
"CM1",0.557070314884186,"1993","12","24"
"CM2",0.542299568653107,"1993","12","24"
"CM3",0.557973146438599,"1993","12","24"
"CM4",0.557973146438599,"1993","12","24"
"CM5",0.520443797111511,"1993","12","24"
"CM6",0.520221531391144,"1993","12","24"
"MM1",0.529177665710449,"1993","12","24"
"MM2",0.560934722423553,"1993","12","24"
"MM3",0.598198175430298,"1993","12","24"
"MM4",0.542779624462128,"1993","12","24"
"MM5",0.577489018440247,"1993","12","24"
